ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Surprisal Score,Additive Ratity,DI Score Tiers
2267,Different Bro,Brown Hat,Grey Zipper Hoodie,Sus Eyes,None,Old Wise Man Mustache,Rose Taupe,34.23775263,23.22132241,115.06,Uncommon
6387,Robo Bro,Brown Hat,None,Small Eyes,Golden Monocle,None,Teal Blue,34.23168111,20.03617194,134.44,Uncommon
6542,Zombie Bro,Top Hat,Light Brown Fash Hoodie,Normal Eyes,Eye Mask,None,Middle Green,34.16927201,21.50068933,138.94,Uncommon
5450,Mummy Bro,Backwards Cap,Normal Jacket,Wtf Eyes,None,Ninja Mask,Middle Green,34.09816803,20.84915408,124.54,Uncommon
4465,Bro,Headphone,None,Normal Eyes,None,Orc Teeth,Camouflage Green,34.05548645,18.16499696,159.25,Uncommon
2330,Bro,Head Band,Black Shirt,Normal Eyes,White Glass,Beard,Dark Lavender,34.02419898,24.09822575,86.01,Uncommon
6100,Robo Bro,None,Jedi Robe,T800,White Glass,None,Middle Green,33.99698082,19.66181544,141.49,Uncommon
2438,Different Bro,Top Hat,Warm Coat,Normal Eyes,None,Ninja Mask,Camouflage Green,33.95687852,20.44559713,137.62,Uncommon
5878,Robo Bro,Backwards Cap,Dutch White Robe,Normal Eyes,Dbz Glass,None,Middle Green,33.87790073,20.46951382,150.1,Uncommon
6144,Robo Bro,Backwards Cap,Warm Coat,Wtf Eyes,Dbz Glass,None,Middle Green,33.87663896,20.55875272,136.3,Uncommon
571,Bro,Flat Cap,Red Shirt,Wtf Eyes,Laser Glass,Gas Mask,Purple Navy,33.85055824,27.82533288,68.28,Uncommon
5647,Mummy Bro,None,Grey Zipper Hoodie,Small Eyes,White Glass,Ninja Mask,Russian Green,33.84591997,23.64900008,64.65,Uncommon
6211,Robo Bro,Folded Brim,Yellow Running Jacket,Small Eyes,Golden Monocle,None,Dark Lavender,33.82891157,25.10423164,122.95,Uncommon
124,Bro,Top Hat,None,Normal Eyes,None,Ninja Mask,Camouflage Green,33.80810687,17.74170236,159.82,Uncommon
378,Different Bro,Split Hair,Grey Zipper Hoodie,No Sleep,None,Throwup,Dark Lavender,33.80556125,22.45650826,113.65,Uncommon
660,Different Bro,Top Hat,None,Sleepy Eyes,None,Ninja Mask,Dark Lavender,33.78949268,19.93642998,130.45,Uncommon
5269,Mummy Bro,Headphone,Gray Shirt,Happy Eyes,Golden Glasses,None,Teal Blue,33.78424812,21.02038646,124.09,Uncommon
3391,Different Bro,Backwards Cap,White Puffer Jacket,Normal Eyes,Nerd,Big Mustache,Purple Navy,33.75651091,25.10195563,83.64,Uncommon
3562,Different Bro,Cat Ear,Normal Jacket,No Sleep,None,None,Middle Green,33.68856687,18.37332585,191.03,Uncommon
1193,Different Bro,Red Beanie,Woolen Shirt,Wtf Eyes,Golden Monocle,None,Purple Navy,33.65072332,22.92885055,136.39,Uncommon
6656,Zombie Bro,None,Dutch White Robe,Small Eyes,Thug Life Glass,Mustache,Rose Taupe,33.61790454,25.34401585,61.08,Uncommon
1256,Different Bro,Old School Helmet,Thug Jacket,Happy Eyes,Flattened,Vampire,Dark Lavender,33.44657259,27.24028166,58.71,Uncommon
207,Different Bro,None,Roman Kind Robe,Sus Eyes,White Glass,None,Camouflage Green,33.35448078,20.18186465,145.75,Uncommon
1417,Bro,New Idea,Tank Top,Normal Eyes,Vision Pro,Orc Teeth,Camouflage Green,33.30741065,26.10435851,86.1,Uncommon
3109,Different Bro,None,Red Shirt,Wtf Eyes,Golden Monocle,None,Rose Taupe,33.25521133,19.24187498,152.53,Uncommon
2358,Bro,Backwards Cap,White Puffer Jacket,Normal Eyes,None,Beard,Middle Green,33.25285036,20.88830823,141.52,Uncommon
6637,Zombie Bro,Bandana,Normal Jacket,Wtf Eyes,None,Mustache,Middle Green,33.23200378,21.98249246,109.6,Uncommon
6070,Robo Bro,Headphone,Ken's Jacket,T800,None,None,Rose Taupe,33.21746741,18.22610468,181.31,Uncommon
2536,Different Bro,Blue Cap,Grey Zipper Hoodie,Normal Eyes,None,Throwup,Purple Navy,33.21304913,20.90869274,137.47,Uncommon
6520,Zombie Bro,Head Band,Tank Top,Wtf Eyes,None,Mustache,Rose Taupe,33.19797667,22.35588226,107.59,Uncommon
1368,Bro,Cat Ear,None,Happy Eyes,None,Low Beard,Dark Lavender,33.1894474,22.21508219,134.2,Uncommon
877,Different Bro,Bandana,Tank Top,Normal Eyes,Thug Life Glass,Throwup,Rose Taupe,33.18651666,23.08533488,89.31,Uncommon
221,Bro,Head Band,Normal Jacket,Wtf Eyes,None,Throwup,Middle Green,33.16847828,20.48034751,130.9,Uncommon
3141,Bro,Afro,Thug Jacket,Wtf Eyes,Golden Monocle,None,Purple Navy,33.13629147,21.37104429,142.93,Uncommon
788,Bro,Top Hat,None,Normal Eyes,Laser Glass,None,Rose Taupe,33.12931368,17.16939564,177.94,Uncommon
745,Different Bro,None,Warm Coat,Wtf Eyes,None,Throwup,Dark Lavender,33.12594649,19.3876647,133.39,Uncommon
345,Bro,Blue Cap,Roman Kind Robe,Wtf Eyes,Thug Life Glass,Cigarette,Camouflage Green,33.11135308,25.41683823,73.56,Uncommon
808,Bro,Blond Hair,Light Brown Fash Hoodie,T800,None,Pipe,Camouflage Green,33.07144342,21.49010632,120.43,Uncommon
6268,Robo Bro,Backwards Cap,Coat,T800,None,None,Camouflage Green,33.02224531,17.66971133,182.12,Uncommon
3106,Bro,Mexican Hat,None,Normal Eyes,None,Vampire,Camouflage Green,33.00327527,18.59043132,158.86,Uncommon
699,Bro,Russian Hat,Gray Shirt,Normal Eyes,None,Throwup,Purple Navy,32.99337635,20.16772798,143.8,Uncommon
3007,Bro,Cowboy Hat,Blue Puffer Jacket,Wtf Eyes,3D Glass,None,Dark Lavender,32.91746637,22.06574252,139.63,Uncommon
3973,Bro,New Idea,Winter Soldier,T800,Vision Pro,None,Camouflage Green,32.89884644,23.12887917,134.86,Uncommon
6657,Zombie Bro,Bandana,Light Brown Fash Hoodie,Happy Eyes,None,Gum,Purple Navy,32.88830059,23.07231209,100.84,Uncommon
6160,Robo Bro,Head Band,Yellow Running Jacket,Sleepy Eyes,White Glass,None,Russian Green,32.75927504,23.9819208,115.03,Uncommon
959,Different Bro,Arabian Robe,Warm Coat,Wtf Eyes,None,Vampire,Middle Green,32.71637251,22.04729989,122.17,Uncommon
645,Bro,Russian Hat,None,Wtf Eyes,White Glass,None,Dark Lavender,32.69759057,17.64899328,160.48,Uncommon
4031,Bro,Flat Top Hairstyle,Yellow Running Jacket,Wtf Eyes,None,Cigarette,Purple Navy,32.69417962,23.0734304,124.75,Uncommon
2031,Bro,Backwards Cap,Light Brown Fash Hoodie,No Sleep,Thug Life Glass,None,Rose Taupe,32.66504235,20.15033147,141.88,Uncommon
442,Different Bro,None,Black Shirt,Wtf Eyes,None,Vampire,Rose Taupe,32.63688016,19.27358938,136.3,Uncommon
4651,Different Bro,Bucket Hat,None,Happy Eyes,None,Throwup,Middle Green,32.61649687,20.24496817,134.77,Uncommon
5966,Robo Bro,Headphone,White Puffer Jacket,T800,None,None,Dark Lavender,32.61565698,17.94899509,179.18,Uncommon
1439,Different Bro,Sheriff Hat,None,Small Eyes,3D Glass,Pipe,Rose Taupe,32.61321716,24.22504052,79.41,Uncommon
1878,Different Bro,Bucket Hat,White Puffer Jacket,Small Eyes,None,Throwup,Dark Lavender,32.61304178,23.06080687,113.05,Uncommon
4048,Bro,Cat Ear,None,Normal Eyes,None,None,Rose Taupe,32.59536092,14.65616015,231.74,Uncommon
6441,Robo Bro,Backwards Cap,Normal Jacket,T800,Flattened,None,Purple Navy,32.53099776,20.50956225,131.98,Uncommon
2278,Different Bro,Top Hat,Dutch White Robe,No Sleep,None,Mustache,Middle Green,32.48685142,23.24718104,114.34,Uncommon
6509,Zombie Bro,Bucket Hat,None,Normal Eyes,None,Gum,Middle Green,32.27906944,19.19249586,139.72,Uncommon
4140,Bro,Derby Hat,Grey Zipper Hoodie,Wtf Eyes,None,Old Wise Man Mustache,Rose Taupe,32.24676733,22.00454674,126.25,Uncommon
3522,Bro,Old School Helmet,Purple Bomber,Normal Eyes,Nerd,Vampire,Purple Navy,32.24139242,25.24202899,87.24,Uncommon
3651,Bro,Red Beanie,Tank Top,Normal Eyes,None,Throwup,Camouflage Green,32.23561691,20.64922702,142.69,Uncommon
1076,Bro,Bucket Hat,Warm Coat,Normal Eyes,None,Throwup,Camouflage Green,32.22048009,20.79022102,141.58,Uncommon
6024,Robo Bro,Sheriff Hat,Black Shirt,T800,White Glass,None,Purple Navy,32.20889489,21.81371473,127.75,Uncommon
545,Bro,Flat Top Hairstyle,None,Normal Eyes,None,Throwup,Camouflage Green,32.18551522,17.92172581,160.18,Uncommon
2948,Bro,Bandana,Coat,Normal Eyes,None,Throwup,Dark Lavender,32.16731478,20.39338812,140.05,Uncommon
6427,Robo Bro,Backwards Cap,Normal Jacket,Normal Eyes,Dbz Glass,None,Middle Green,32.14287361,18.65610985,155.23,Uncommon
3898,Bro,None,None,Wtf Eyes,Golden Monocle,None,Middle Green,32.05104291,15.88590351,176.59,Uncommon
3403,Different Bro,Flat Top Hairstyle,Normal Jacket,Wtf Eyes,White Glass,None,Camouflage Green,32.0307067,19.0478253,144.76,Uncommon
6560,Zombie Bro,Blue Cap,None,Normal Eyes,Nerd,Mustache,Middle Green,31.97366715,23.22093383,86.55,Uncommon
181,Different Bro,Blue Cap,White Striped Shirt,Normal Eyes,Flattened,Vampire,Camouflage Green,31.96967521,25.08150313,82.8,Uncommon
689,Different Bro,New Idea,Thug Jacket,Wtf Eyes,Vision Pro,None,Dark Lavender,31.96059561,22.71459075,134.59,Uncommon
6650,Zombie Bro,Old Bucket Hat,Jedi Robe,T800,Flattened,None,Rose Taupe,31.9372661,23.37480515,116.05,Uncommon
3234,Different Bro,Flat Cap,Tank Top,Normal Eyes,None,Vampire,Dark Lavender,31.91848506,20.51683397,136.45,Uncommon
6209,Robo Bro,Blond Hair,Gray Shirt,Wtf Eyes,Golden Monocle,Low Beard,Teal Blue,31.90172428,26.26854869,51.9,Uncommon
1712,Bro,Derby Hat,None,Sus Eyes,White Glass,None,Dark Lavender,31.89897315,18.52257148,153.91,Uncommon
5148,Mummy Bro,Army Helmet,Grey Zipper Hoodie,Wtf Eyes,None,None,Russian Green,31.89616854,17.14893324,182.48,Uncommon
2509,Bro,Blue Cap,Thug Jacket,Sleepy Eyes,White Glass,None,Camouflage Green,31.89320511,21.42506921,137.23,Uncommon
1767,Bro,Bucket Hat,None,Small Eyes,None,Vampire,Purple Navy,31.88478254,19.95949014,138.49,Uncommon
5079,Different Bro,Slick Back Hair,Gray Shirt,No Sleep,White Glass,None,Camouflage Green,31.87019997,19.66302028,138.55,Uncommon
3712,Different Bro,None,Red Shirt,Sus Eyes,Golden Monocle,None,Dark Lavender,31.86203941,20.08110167,143.35,Uncommon
6576,Zombie Bro,Sheriff Hat,Blue Puffer Jacket,No Sleep,Eye Patch,Mustache,Purple Navy,31.83027187,28.35323756,44.04,Uncommon
1128,Different Bro,Bandana,None,Normal Eyes,Nerd,Vampire,Middle Green,31.81027671,21.37708384,104.64,Uncommon
1987,Different Bro,Arabian Robe,White Puffer Jacket,Small Eyes,None,Throwup,Middle Green,31.80128622,23.06080687,116.14,Uncommon
4861,Different Bro,None,None,Wtf Eyes,White Glass,None,Dark Lavender,31.79893889,15.16671421,170.41,Uncommon
2807,Different Bro,Split Hair,None,No Sleep,White Glass,None,Dark Lavender,31.79056836,18.35103499,150.34,Uncommon
2741,Bro,Slick Back Hair,Tank Top,Wtf Eyes,Golden Monocle,None,Dark Lavender,31.77051963,19.69683344,145.15,Uncommon
824,Different Bro,Blue Cap,None,Normal Eyes,Golden Monocle,None,Middle Green,31.76263652,17.77284582,173.53,Uncommon
1240,Bro,Split Hair,Normal Soldier Outfit,Sus Eyes,None,Vampire,Dark Lavender,31.71915457,22.94975002,116.29,Uncommon
3560,Different Bro,None,Roman Kind Robe,Normal Eyes,None,Old Wise Man Mustache,Rose Taupe,31.71754558,20.27968923,148.87,Uncommon
984,Different Bro,None,Grey Zipper Hoodie,Normal Eyes,Flattened,Vampire,Dark Lavender,31.71415519,22.02031607,95.76,Uncommon
4913,Bro,Afro,None,Normal Eyes,Thug Life Glass,Vampire,Purple Navy,31.71384297,21.25207748,108.6,Uncommon
3741,Bro,Derby Hat,Coat,Normal Eyes,White Glass,None,Rose Taupe,31.71187174,19.22813584,160.72,Uncommon
3514,Different Bro,Flat Cap,None,Happy Eyes,Golden Monocle,None,Dark Lavender,31.70642582,19.48065431,149.53,Uncommon
929,Bro,Bandana,None,Sleepy Eyes,Eye Patch,Vampire,Dark Lavender,31.70410519,23.17488832,83.07,Uncommon
892,Different Bro,Flat Cap,White Striped Shirt,Small Eyes,Golden Monocle,None,Rose Taupe,31.67269937,22.20163382,133.78,Uncommon
5885,Robo Bro,Split Hair,Coat,No Sleep,None,Throwup,Dark Lavender,31.64682838,23.09905581,107.38,Uncommon
6501,Zombie Bro,Purple Bandana,Blue Puffer Jacket,Normal Eyes,None,Orc Teeth,Rose Taupe,31.63371165,22.82967307,119.56,Uncommon
2435,Bro,Slick Back Hair,Purple Bomber,Normal Eyes,None,Vampire,Rose Taupe,31.61574432,20.78141918,142.18,Uncommon
6479,Zombie Bro,Split Hair,Blue Puffer Jacket,Small Eyes,None,Gum,Purple Navy,31.5995425,23.44433107,99.97,Uncommon
1440,Bro,Afro,Fur Coat,Sus Eyes,Golden Monocle,None,Rose Taupe,31.53321261,22.73573248,135.88,Uncommon
5264,Mummy Bro,Army Helmet,Normal Soldier Outfit,No Sleep,None,None,Russian Green,31.49529155,18.74006059,174.29,Uncommon
983,Different Bro,Afro,Black Shirt,Normal Eyes,Dbz Glass,Pipe,Rose Taupe,31.48128331,23.8565136,84.81,Uncommon
247,Different Bro,Blond Hair,None,Normal Eyes,None,Vampire,Purple Navy,31.47698524,17.89258341,156.37,Uncommon
6115,Robo Bro,Old Bucket Hat,Fur Coat,Normal Eyes,White Glass,Low Beard,Dark Lavender,31.47096843,26.51497675,72.54,Uncommon
791,Bro,Russian Hat,None,Sleepy Eyes,Golden Monocle,None,Middle Green,31.4706317,19.51674002,155.35,Uncommon
6580,Zombie Bro,None,Ken's Jacket,T800,Eye Patch,None,Rose Taupe,31.45903307,20.30658436,131.56,Uncommon
5882,Robo Bro,None,Normal Jacket,Wtf Eyes,Dbz Glass,Pipe,Russian Green,31.43104415,21.9531803,69.36,Uncommon
989,Bro,Blond Hair,Gray Shirt,Normal Eyes,None,Vampire,Camouflage Green,31.43003126,19.43955847,145.39,Uncommon
6309,Robo Bro,None,Fur Coat,Wtf Eyes,White Glass,None,Dark Lavender,31.41311996,19.00973874,145.12,Uncommon
5208,Mummy Bro,Army Helmet,Gray Shirt,No Sleep,None,None,Russian Green,31.3947124,17.43193829,178.01,Uncommon
1346,Different Bro,Bucket Hat,Roman Kind Robe,Sleepy Eyes,None,Pipe,Middle Green,31.37027007,23.74805665,113.56,Uncommon
6294,Robo Bro,Cat Ear,None,Small Eyes,None,None,Dark Lavender,31.35908443,16.95841922,198.17,Uncommon
5929,Robo Bro,Old Bucket Hat,Normal Jacket,Wtf Eyes,Golden Monocle,None,Rose Taupe,31.25591694,20.77314636,137.35,Uncommon
6081,Robo Bro,Afro,Light Brown Fash Hoodie,No Sleep,White Glass,Low Beard,Camouflage Green,31.24883771,27.59453809,54.15,Uncommon
3041,Bro,Old School Helmet,Normal Soldier Outfit,Wtf Eyes,Laser Glass,Big Mustache,Middle Green,31.24822622,27.7752922,68.82,Uncommon
2465,Different Bro,Russian Hat,None,Sleepy Eyes,White Glass,None,Dark Lavender,31.21852768,18.79755072,149.17,Uncommon
6511,Zombie Bro,Kermit Hat,Pepe Shirt,Normal Eyes,None,None,Middle Green,31.21379376,19.67767189,190.4,Uncommon
6507,Zombie Bro,None,Dutch White Robe,Small Eyes,Eye Mask,Mustache,Middle Green,31.21233822,26.4853717,57.81,Uncommon
6617,Zombie Bro,Brown Hat,Normal Jacket,Normal Eyes,None,Low Beard,Rose Taupe,31.20874496,22.13133826,122.92,Uncommon
4343,Bro,None,Normal Soldier Outfit,Wtf Eyes,Gojo Satoru,Pipe,Dark Lavender,31.19423184,23.83369846,81.48,Uncommon
3861,Bro,Cowboy Hat,Thug Jacket,Sus Eyes,None,Big Mustache,Dark Lavender,31.15902179,24.43322857,114.37,Uncommon
5366,Mummy Bro,Purple Bandana,Thug Jacket,T800,Golden Monocle,None,Camouflage Green,31.12920655,22.58110566,130.33,Uncommon
2930,Different Bro,Cowboy Hat,Grey Zipper Hoodie,T800,None,None,Middle Green,31.116417,17.97058025,188.06,Uncommon
6354,Robo Bro,Old School Helmet,Jedi Robe,Sleepy Eyes,None,Vampire,Middle Green,31.09024104,24.2948477,107.8,Uncommon
6012,Robo Bro,Russian Hat,Normal Jacket,Normal Eyes,None,Throwup,Camouflage Green,31.08868152,20.60730476,134.68,Uncommon
6648,Zombie Bro,None,Tank Top,Small Eyes,None,Mustache,Middle Green,31.07507808,20.77237473,116.14,Uncommon
6467,Zombie Bro,Afro,Woolen Shirt,Sleepy Eyes,None,Gum,Middle Green,31.06640702,24.71125955,97.39,Uncommon
5991,Robo Bro,Backwards Cap,Pepe Shirt,No Sleep,Nerd,None,Dark Lavender,31.06489315,22.30683595,126.16,Uncommon
2525,Bro,Split Hair,Light Brown Fash Hoodie,Normal Eyes,White Glass,None,Dark Lavender,31.04678167,18.98723917,158.47,Uncommon
6530,Zombie Bro,None,Grey Zipper Hoodie,T800,Flattened,None,Middle Green,31.04361319,19.92223186,132.55,Uncommon
819,Different Bro,Russian Hat,Black Shirt,Sleepy Eyes,White Glass,None,Middle Green,31.03103373,21.17646148,134.74,Uncommon
5902,Robo Bro,Chinese Hat,None,Small Eyes,Golden Monocle,None,Middle Green,31.0275265,20.7295106,145.87,Uncommon
5529,Mummy Bro,Top Hat,Gray Shirt,No Sleep,None,Cigarette,Dark Lavender,31.0246729,21.16750645,115.15,Uncommon
6554,Zombie Bro,Old Bucket Hat,None,Normal Eyes,None,Big Mustache,Purple Navy,31.01079941,20.63835095,137.26,Uncommon
151,Different Bro,Headphone,Thug Jacket,Sus Eyes,None,None,Camouflage Green,30.98653968,17.55006531,187.55,Uncommon
6546,Zombie Bro,None,Fur Coat,Normal Eyes,Nerd,Big Mustache,Middle Green,30.97149945,24.80530298,80.4,Uncommon
1648,Different Bro,Head Band,None,Normal Eyes,White Glass,None,Camouflage Green,30.9668149,16.32013658,175.21,Uncommon
3942,Different Bro,Slick Back Hair,Coat,Sleepy Eyes,None,Vampire,Rose Taupe,30.96144688,22.25908076,116.56,Uncommon
3785,Different Bro,None,White Striped Shirt,Sleepy Eyes,None,Vampire,Middle Green,30.95306963,20.50929112,129.01,Uncommon
6660,Zombie Bro,None,Pepe Shirt,Sleepy Eyes,None,Beard,Purple Navy,30.94878149,23.33892423,109.12,Uncommon
653,Different Bro,Headphone,Dutch White Robe,Sus Eyes,None,None,Middle Green,30.94582997,18.03245808,187.49,Uncommon
693,Different Bro,Flat Top Hairstyle,Winter Soldier,Happy Eyes,Golden Monocle,None,Middle Green,30.94235562,21.65955137,135.37,Uncommon
2926,Different Bro,Bandana,Black Shirt,Normal Eyes,White Glass,None,Rose Taupe,30.92140951,18.66428193,158.11,Uncommon
6021,Robo Bro,Head Band,None,Small Eyes,None,Throwup,Russian Green,30.90877436,20.13945136,118.6,Uncommon
1825,Bro,Brown Hat,None,Normal Eyes,Golden Glasses,None,Camouflage Green,30.90815383,17.16912825,177.58,Uncommon
319,Bro,Russian Hat,None,Sleepy Eyes,White Glass,None,Rose Taupe,30.90605143,18.54711366,156.31,Uncommon
428,Different Bro,None,White Puffer Jacket,T800,Golden Glasses,None,Purple Navy,30.89300388,19.34814183,146.26,Uncommon
6442,Robo Bro,None,Normal Jacket,Wtf Eyes,None,Vampire,Teal Blue,30.87272531,18.88123046,121.84,Uncommon
1164,Different Bro,None,Grey Zipper Hoodie,Normal Eyes,White Glass,None,Camouflage Green,30.86277088,16.45852453,171.07,Uncommon
6643,Zombie Bro,Russian Hat,None,Normal Eyes,None,Beard,Middle Green,30.86263446,20.12135104,138.37,Uncommon
6498,Zombie Bro,None,Light Brown Fash Hoodie,Sus Eyes,Eye Mask,Gum,Purple Navy,30.77562266,25.37333142,57.9,Uncommon
953,Bro,Slick Back Hair,Winter Soldier,Normal Eyes,Eye Patch,Vampire,Middle Green,30.76387906,23.56857825,91.38,Uncommon
6652,Zombie Bro,None,Jedi Robe,Normal Eyes,None,Big Mustache,Middle Green,30.74063982,21.12839682,133.03,Uncommon
569,Bro,Backwards Cap,Tank Top,Wtf Eyes,Flattened,None,Rose Taupe,30.70242803,19.24294819,148.06,Uncommon
6297,Robo Bro,Head Band,None,Small Eyes,Eye Patch,Vampire,Camouflage Green,30.65683058,23.56762223,76.98,Uncommon
6161,Robo Bro,Bucket Hat,Winter Soldier,Normal Eyes,None,Throwup,Camouflage Green,30.63269358,21.60425429,131.08,Uncommon
6495,Zombie Bro,None,Dutch White Robe,Sleepy Eyes,None,Beard,Purple Navy,30.61842194,22.74331448,109.81,Uncommon
6607,Zombie Bro,Blond Hair,Roman Kind Robe,Wtf Eyes,None,None,Purple Navy,30.61637457,19.00518836,176.78,Uncommon
6307,Robo Bro,Blonde Hair,Warm Coat,Normal Eyes,None,Throwup,Purple Navy,30.61172152,21.68334383,131.11,Uncommon
439,Bro,Top Hat,Yellow Shirt,Wtf Eyes,Thug Life Glass,None,Camouflage Green,30.5836417,22.11464936,145.42,Uncommon
3451,Bro,Cowboy Hat,Gray Shirt,T800,None,None,Purple Navy,30.54518234,17.17957482,193.73,Uncommon
4038,Different Bro,Flat Cap,Red Shirt,Normal Eyes,None,Old Wise Man Mustache,Camouflage Green,30.54404339,21.94201602,135.46,Uncommon
6566,Zombie Bro,Brown Hat,Warm Coat,No Sleep,Eye Mask,None,Purple Navy,30.53585647,23.19461773,116.59,Uncommon
3399,Bro,None,Roman Kind Robe,Normal Eyes,None,Pipe,Rose Taupe,30.52142571,18.85416547,154.51,Uncommon
157,Bro,Top Hat,Tank Top,Sus Eyes,3D Glass,Low Beard,Middle Green,30.51603424,26.72409941,66.3,Uncommon
918,Bro,Folded Brim,Normal Jacket,Normal Eyes,White Glass,None,Purple Navy,30.4254084,18.10140442,164.2,Uncommon
1973,Bro,Slick Back Hair,Thug Jacket,Wtf Eyes,None,Pipe,Dark Lavender,30.42031268,20.52772866,125.44,Uncommon
6545,Zombie Bro,None,Jedi Robe,Sleepy Eyes,Dbz Glass,None,Middle Green,30.37400492,20.81538936,130.66,Uncommon
6213,Robo Bro,Top Hat,None,Wtf Eyes,3D Glass,None,Purple Navy,30.3617641,18.68811294,152.08,Uncommon
5284,Mummy Bro,Army Helmet,Grey Zipper Hoodie,Happy Eyes,None,None,Russian Green,30.35555576,17.76053087,177.38,Uncommon
6259,Robo Bro,Brown Hat,Jedi Robe,Sus Eyes,Golden Glasses,None,Teal Blue,30.34716631,22.83482883,114.52,Uncommon
5975,Robo Bro,Backwards Cap,None,Normal Eyes,Gojo Satoru,None,Middle Green,30.33780858,18.07109746,167.92,Uncommon
270,Different Bro,Slick Back Hair,White Puffer Jacket,Normal Eyes,White Glass,None,Dark Lavender,30.33743274,18.80721586,155.2,Uncommon
1432,Bro,Blonde Hair,Warm Coat,Normal Eyes,White Glass,None,Middle Green,30.32316062,19.27584719,161.2,Uncommon
4641,Bro,Cowboy Hat,Woolen Shirt,Happy Eyes,Nerd,Orc Teeth,Purple Navy,30.30297176,27.78752794,65.25,Uncommon
6417,Robo Bro,None,Blue Puffer Jacket,Normal Eyes,None,Throwup,Teal Blue,30.30230446,19.20559984,133.21,Uncommon
1974,Bro,Sheriff Hat,Warm Coat,Wtf Eyes,White Glass,None,Purple Navy,30.29605305,20.28302324,144.79,Uncommon
6295,Robo Bro,None,None,Wtf Eyes,White Glass,None,Dark Lavender,30.28431134,15.55628102,164.83,Uncommon
5933,Robo Bro,Blond Hair,Normal Jacket,No Sleep,Golden Monocle,None,Purple Navy,30.28223244,20.99054081,132.01,Uncommon
158,Bro,Backwards Cap,Grey Zipper Hoodie,Normal Eyes,None,None,Purple Navy,30.26927075,14.76532196,215.78,Uncommon
2744,Bro,Bandana,Thug Jacket,No Sleep,None,Cigarette,Middle Green,30.25364352,21.3777743,121.69,Uncommon
4240,Bro,Afro,Warm Coat,Normal Eyes,Golden Monocle,None,Rose Taupe,30.1734226,19.8503356,160.09,Uncommon
5945,Robo Bro,Purple Bandana,Jedi Robe,Normal Eyes,White Glass,None,Rose Taupe,30.16216407,20.13430625,150.07,Uncommon
1708,Bro,Purple Bandana,Red Shirt,Normal Eyes,None,Old Wise Man Mustache,Purple Navy,30.11246211,21.44275842,140.41,Uncommon
662,Bro,Afro,Gray Shirt,Sus Eyes,White Glass,None,Camouflage Green,30.105346,20.11006053,141.19,Uncommon
5125,Mummy Bro,Top Hat,White Puffer Jacket,Small Eyes,None,Pipe,Middle Green,30.10372866,22.23699163,115.96,Uncommon
2121,Different Bro,Mexican Hat,Gray Shirt,Normal Eyes,None,Pipe,Dark Lavender,30.10253653,19.71845084,137.59,Uncommon
405,Different Bro,Cowboy Hat,None,Sus Eyes,Dbz Glass,None,Middle Green,30.09723803,19.49837136,152.02,Uncommon
4988,Different Bro,Cowboy Hat,Tank Top,Small Eyes,Nerd,Orc Teeth,Middle Green,30.09317352,26.26156968,65.52,Uncommon
592,Different Bro,Afro,None,Normal Eyes,White Glass,None,Dark Lavender,30.0850232,16.67768859,172.06,Uncommon
5286,Mummy Bro,Folded Brim,Light Brown Fash Hoodie,T800,White Glass,None,Russian Green,30.08435254,21.59028478,120.88,Uncommon
2785,Different Bro,Backwards Cap,Black Shirt,Normal Eyes,Eye Patch,None,Rose Taupe,30.08330556,18.52438852,158.98,Uncommon
2683,Different Bro,Folded Brim,Coat,Wtf Eyes,None,Pipe,Camouflage Green,30.06222793,21.20012262,122.17,Uncommon
1954,Different Bro,New Idea,Red Shirt,Normal Eyes,Vision Pro,None,Camouflage Green,30.05312352,21.84595875,152.32,Uncommon
6169,Robo Bro,None,None,No Sleep,White Glass,None,Middle Green,30.04161361,16.37985445,161.5,Uncommon
5956,Robo Bro,None,None,No Sleep,White Glass,None,Purple Navy,30.04161361,16.37985445,160.75,Uncommon
6299,Robo Bro,Folded Brim,Black Shirt,Normal Eyes,Golden Monocle,None,Rose Taupe,30.03736468,20.49296037,150.1,Uncommon
6200,Robo Bro,Backwards Cap,Gray Shirt,No Sleep,None,None,Camouflage Green,30.02611201,16.73450106,185.54,Uncommon
2580,Bro,None,None,Normal Eyes,White Glass,None,Purple Navy,30.02601395,13.87010698,192.94,Uncommon
4927,Different Bro,Old School Helmet,Tank Top,Wtf Eyes,None,Pipe,Purple Navy,30.01482366,20.88264043,123.67,Uncommon
2712,Bro,Headphone,Normal Jacket,Wtf Eyes,Nerd,None,Camouflage Green,29.96743654,18.49313863,150.7,Uncommon
6075,Robo Bro,Old Bucket Hat,None,Sleepy Eyes,Golden Monocle,None,Rose Taupe,29.90139906,20.07428172,145.03,Uncommon
6449,Robo Bro,Purple Bandana,Normal Soldier Outfit,Happy Eyes,White Glass,None,Teal Blue,29.8742144,21.75730864,117.43,Uncommon
5296,Mummy Bro,Backwards Cap,None,Small Eyes,None,Gas Mask,Purple Navy,29.81108507,20.94625658,132.28,Uncommon
6046,Robo Bro,Backwards Cap,Thug Jacket,Happy Eyes,None,None,Purple Navy,29.80139024,17.65310937,183.47,Uncommon
